"State","District","Crop","Season","Area-2024-25","Production-2024-25","Yield-2024-25"
"Uttar Pradesh","Pilibhit","Maize","Summer","0.01","0.03","3483.00"
"Uttar Pradesh","Pilibhit","Maize","Total","0.01","0.03","3462.00"
"Uttar Pradesh","Pilibhit","Jowar","Kharif","0.00","0.01","1709.00"
"Uttar Pradesh","Pilibhit","Jowar","Total","0.00","0.01","1709.00"
"Uttar Pradesh","Pilibhit","Bajra","Kharif","0.00","0.00","184.00"
"Uttar Pradesh","Pilibhit","Bajra","Total","0.00","0.00","184.00"
"Uttar Pradesh","Pilibhit","Small Millets","Kharif","0.00","0.00","923.00"
"Uttar Pradesh","Pilibhit","Small Millets","Total","0.00","0.00","923.00"
"Uttar Pradesh","Pilibhit","Shree Anna /Nutri Cereals","Kharif","0.00","0.01","1568.00"
"Uttar Pradesh","Pilibhit","Shree Anna /Nutri Cereals","Total","0.00","0.01","1568.00"
"Uttar Pradesh","Pilibhit","Nutri/Coarse Cereals","Kharif","0.00","0.01","1607.00"
"Uttar Pradesh","Pilibhit","Nutri/Coarse Cereals","Rabi","0.00","0.00","2889.00"
"Uttar Pradesh","Pilibhit","Nutri/Coarse Cereals","Summer","0.01","0.03","3483.00"
"Uttar Pradesh","Pilibhit","Nutri/Coarse Cereals","Total","0.01","0.04","2947.00"
"Uttar Pradesh","Pilibhit","Cereals","Kharif","1.08","3.47","3204.00"
"Uttar Pradesh","Pilibhit","Cereals","Rabi","1.40","6.33","4509.00"
"Uttar Pradesh","Pilibhit","Cereals","Summer","0.02","0.05","3332.00"
"Uttar Pradesh","Pilibhit","Cereals","Total","2.50","9.86","3936.00"
"Uttar Pradesh","Pilibhit","Tur","Kharif","0.00","0.00","1238.00"
"Uttar Pradesh","Pilibhit","Tur","Total","0.00","0.00","1238.00"
"Uttar Pradesh","Pilibhit","Gram","Rabi","0.00","0.00","1347.00"
"Uttar Pradesh","Pilibhit","Gram","Total","0.00","0.00","1347.00"
"Uttar Pradesh","Pilibhit","Urad","Kharif","0.00","0.00","1382.00"
"Uttar Pradesh","Pilibhit","Urad","Total","0.00","0.00","1382.00"
"Uttar Pradesh","Pilibhit","Moong","Kharif","0.00","0.00","393.00"
"Uttar Pradesh","Pilibhit","Moong","Total","0.00","0.00","393.00"
"Uttar Pradesh","Pilibhit","Lentil","Rabi","0.03","0.03","1007.00"
"Uttar Pradesh","Pilibhit","Lentil","Total","0.03","0.03","1007.00"
"Uttar Pradesh","Pilibhit","Total Pulses","Total","0.03","0.03","1026.00"
"Uttar Pradesh","Pilibhit","Total Food Grains","Kharif","1.09","3.48","3202.00"
"Uttar Pradesh","Pilibhit","Total Food Grains","Rabi","1.43","6.36","4441.00"
"Uttar Pradesh","Pilibhit","Total Food Grains","Summer","0.02","0.05","3332.00"
"Uttar Pradesh","Pilibhit","Total Food Grains","Total","2.53","9.89","3904.00"
"Uttar Pradesh","Pratapgarh","Rice","Kharif","1.47","3.57","2437.00"
"Uttar Pradesh","Pratapgarh","Rice","Total","1.47","3.57","2437.00"
"Uttar Pradesh","Pratapgarh","Wheat","Rabi","1.49","4.87","3272.00"
"Uttar Pradesh","Pratapgarh","Wheat","Total","1.49","4.87","3272.00"
"Uttar Pradesh","Pratapgarh","Maize","Kharif","0.00","0.00","2191.00"
"Uttar Pradesh","Pratapgarh","Maize","Rabi","0.00","0.01","2889.00"
"Uttar Pradesh","Pratapgarh","Maize","Summer","0.01","0.02","3483.00"
"Uttar Pradesh","Pratapgarh","Maize","Total","0.01","0.03","3289.00"
"Uttar Pradesh","Pratapgarh","Barley","Rabi","0.01","0.03","2779.00"
"Uttar Pradesh","Pratapgarh","Barley","Total","0.01","0.03","2779.00"
"Uttar Pradesh","Pratapgarh","Jowar","Kharif","0.02","0.04","2017.00"
"Uttar Pradesh","Pratapgarh","Jowar","Total","0.02","0.04","2017.00"
"Uttar Pradesh","Pratapgarh","Bajra","Kharif","0.08","0.01","117.00"
"Uttar Pradesh","Pratapgarh","Bajra","Total","0.08","0.01","117.00"
"Uttar Pradesh","Pratapgarh","Small Millets","Kharif","0.01","0.00","863.00"
"Uttar Pradesh","Pratapgarh","Small Millets","Total","0.01","0.00","863.00"
"Uttar Pradesh","Pratapgarh","Shree Anna /Nutri Cereals","Kharif","0.10","0.06","558.00"
"Uttar Pradesh","Pratapgarh","Shree Anna /Nutri Cereals","Total","0.10","0.06","558.00"
"Uttar Pradesh","Pratapgarh","Nutri/Coarse Cereals","Kharif","0.10","0.06","566.00"
"Uttar Pradesh","Pratapgarh","Nutri/Coarse Cereals","Rabi","0.01","0.04","2795.00"
"Uttar Pradesh","Pratapgarh","Nutri/Coarse Cereals","Summer","0.01","0.02","3483.00"
"Uttar Pradesh","Pratapgarh","Nutri/Coarse Cereals","Total","0.12","0.12","979.00"
"Uttar Pradesh","Pratapgarh","Cereals","Kharif","1.57","3.63","2313.00"
"Uttar Pradesh","Pratapgarh","Cereals","Rabi","1.50","4.91","3267.00"
"Uttar Pradesh","Pratapgarh","Cereals","Summer","0.01","0.02","3483.00"
"Uttar Pradesh","Pratapgarh","Cereals","Total","3.08","8.56","2781.00"
"Uttar Pradesh","Pratapgarh","Tur","Kharif","0.02","0.04","1623.00"
"Uttar Pradesh","Pratapgarh","Tur","Total","0.02","0.04","1623.00"
"Uttar Pradesh","Pratapgarh","Gram","Rabi","0.01","0.01","1154.00"
"Uttar Pradesh","Pratapgarh","Gram","Total","0.01","0.01","1154.00"
"Uttar Pradesh","Pratapgarh","Urad","Kharif","0.01","0.01","665.00"
"Uttar Pradesh","Pratapgarh","Urad","Summer","0.10","0.19","1917.00"
"Uttar Pradesh","Pratapgarh","Urad","Total","0.11","0.20","1799.00"
"Uttar Pradesh","Pratapgarh","Moong","Kharif","0.00","0.00","835.00"
"Uttar Pradesh","Pratapgarh","Moong","Summer","0.04","0.07","1796.00"
"Uttar Pradesh","Pratapgarh","Moong","Total","0.04","0.07","1787.00"
"Uttar Pradesh","Pratapgarh","Lentil","Rabi","0.00","0.00","1193.00"
"Uttar Pradesh","Pratapgarh","Lentil","Total","0.00","0.00","1193.00"
"Uttar Pradesh","Pratapgarh","Total Pulses","Total","0.18","0.31","1748.00"
"Uttar Pradesh","Pratapgarh","Total Food Grains","Kharif","1.61","3.68","2292.00"
"Uttar Pradesh","Pratapgarh","Total Food Grains","Rabi","1.51","4.92","3257.00"
"Uttar Pradesh","Pratapgarh","Total Food Grains","Summer","0.14","0.28","1961.00"
"Uttar Pradesh","Pratapgarh","Total Food Grains","Total","3.26","8.88","2724.00"
"Uttar Pradesh","Prayagraj","Rice","Kharif","1.95","6.15","3157.00"
"Uttar Pradesh","Prayagraj","Rice","Total","1.95","6.15","3157.00"
"Uttar Pradesh","Prayagraj","Wheat","Rabi","2.26","6.34","2800.00"
"Uttar Pradesh","Prayagraj","Wheat","Total","2.26","6.34","2800.00"
"Uttar Pradesh","Prayagraj","Maize","Kharif","0.00","0.00","2191.00"
"Uttar Pradesh","Prayagraj","Maize","Rabi","0.00","0.00","2889.00"
"Uttar Pradesh","Prayagraj","Maize","Summer","0.02","0.06","3483.00"
"Uttar Pradesh","Prayagraj","Maize","Total","0.02","0.07","3467.00"
"Uttar Pradesh","Prayagraj","Barley","Rabi","0.06","0.17","2779.00"
"Uttar Pradesh","Prayagraj","Barley","Total","0.06","0.17","2779.00"
"Uttar Pradesh","Prayagraj","Jowar","Kharif","0.02","0.02","998.00"
"Uttar Pradesh","Prayagraj","Jowar","Total","0.02","0.02","998.00"
"Uttar Pradesh","Prayagraj","Bajra","Kharif","0.32","0.22","706.00"
"Uttar Pradesh","Prayagraj","Bajra","Total","0.32","0.22","706.00"
"Uttar Pradesh","Prayagraj","Small Millets","Kharif","0.00","0.00","856.00"
"Uttar Pradesh","Prayagraj","Small Millets","Total","0.00","0.00","856.00"
"Uttar Pradesh","Prayagraj","Shree Anna /Nutri Cereals","Kharif","0.34","0.24","721.00"
"Uttar Pradesh","Prayagraj","Shree Anna /Nutri Cereals","Total","0.34","0.24","721.00"
"Uttar Pradesh","Prayagraj","Nutri/Coarse Cereals","Kharif","0.34","0.24","722.00"
"Uttar Pradesh","Prayagraj","Nutri/Coarse Cereals","Rabi","0.06","0.17","2779.00"
"Uttar Pradesh","Prayagraj","Nutri/Coarse Cereals","Summer","0.02","0.06","3483.00"
"Uttar Pradesh","Prayagraj","Nutri/Coarse Cereals","Total","0.42","0.48","1151.00"
"Uttar Pradesh","Prayagraj","Cereals","Kharif","2.28","6.39","2798.00"
"Uttar Pradesh","Prayagraj","Cereals","Rabi","2.33","6.51","2799.00"
"Uttar Pradesh","Prayagraj","Cereals","Summer","0.02","0.06","3483.00"
"Uttar Pradesh","Prayagraj","Cereals","Total","4.63","12.96","2801.00"
"Uttar Pradesh","Prayagraj","Tur","Kharif","0.05","0.05","1062.00"
"Uttar Pradesh","Prayagraj","Tur","Total","0.05","0.05","1062.00"
"Uttar Pradesh","Prayagraj","Gram","Rabi","0.01","0.02","1317.00"
"Uttar Pradesh","Prayagraj","Gram","Total","0.01","0.02","1317.00"
"Uttar Pradesh","Prayagraj","Urad","Kharif","0.00","0.00","665.00"
"Uttar Pradesh","Prayagraj","Urad","Summer","0.06","0.05","867.00"
"Uttar Pradesh","Prayagraj","Urad","Total","0.06","0.05","865.00"
"Uttar Pradesh","Prayagraj","Moong","Kharif","0.00","0.00","835.00"
"Uttar Pradesh","Prayagraj","Moong","Summer","0.09","0.08","856.00"
"Uttar Pradesh","Prayagraj","Moong","Total","0.09","0.08","856.00"
"Uttar Pradesh","Prayagraj","Lentil","Rabi","0.15","0.19","1209.00"
"Uttar Pradesh","Prayagraj","Lentil","Total","0.15","0.19","1209.00"
"Uttar Pradesh","Prayagraj","Total Pulses","Total","0.37","0.39","1046.00"
"Uttar Pradesh","Prayagraj","Total Food Grains","Kharif","2.33","6.44","2762.00"
"Uttar Pradesh","Prayagraj","Total Food Grains","Rabi","2.49","6.71","2692.00"
"Uttar Pradesh","Prayagraj","Total Food Grains","Summer","0.18","0.20","1137.00"
"Uttar Pradesh","Prayagraj","Total Food Grains","Total","5.00","13.35","2670.00"
"Uttar Pradesh","Rae Bareli","Rice","Kharif","1.78","5.22","2933.00"
"Uttar Pradesh","Rae Bareli","Rice","Total","1.78","5.22","2933.00"
"Uttar Pradesh","Rae Bareli","Wheat","Rabi","1.72","5.52","3212.00"
"Uttar Pradesh","Rae Bareli","Wheat","Total","1.72","5.52","3212.00"
"Uttar Pradesh","Rae Bareli","Maize","Kharif","0.00","0.00","199.00"
"Uttar Pradesh","Rae Bareli","Maize","Rabi","0.00","0.00","2889.00"
"Uttar Pradesh","Rae Bareli","Maize","Summer","0.01","0.05","3818.00"
"Uttar Pradesh","Rae Bareli","Maize","Total","0.02","0.05","3195.00"
"Uttar Pradesh","Rae Bareli","Barley","Rabi","0.03","0.07","2353.00"
"Uttar Pradesh","Rae Bareli","Barley","Total","0.03","0.07","2353.00"
"Uttar Pradesh","Rae Bareli","Jowar","Kharif","0.01","0.02","1413.00"
"Uttar Pradesh","Rae Bareli","Jowar","Total","0.01","0.02","1413.00"
"Uttar Pradesh","Rae Bareli","Bajra","Kharif","0.00","0.00","1402.00"
"Uttar Pradesh","Rae Bareli","Bajra","Total","0.00","0.00","1402.00"
"Uttar Pradesh","Rae Bareli","Small Millets","Kharif","0.00","0.00","927.00"
"Uttar Pradesh","Rae Bareli","Small Millets","Total","0.00","0.00","927.00"
"Uttar Pradesh","Rae Bareli","Shree Anna /Nutri Cereals","Kharif","0.01","0.02","1412.00"
"Uttar Pradesh","Rae Bareli","Shree Anna /Nutri Cereals","Total","0.01","0.02","1412.00"
"Uttar Pradesh","Rae Bareli","Nutri/Coarse Cereals","Kharif","0.02","0.02","1207.00"
"Uttar Pradesh","Rae Bareli","Nutri/Coarse Cereals","Rabi","0.03","0.07","2354.00"
"Uttar Pradesh","Rae Bareli","Nutri/Coarse Cereals","Summer","0.01","0.05","3818.00"
"Uttar Pradesh","Rae Bareli","Nutri/Coarse Cereals","Total","0.06","0.14","2367.00"
"Uttar Pradesh","Rae Bareli","Cereals","Kharif","1.80","5.24","2917.00"
"Uttar Pradesh","Rae Bareli","Cereals","Rabi","1.75","5.58","3198.00"
"Uttar Pradesh","Rae Bareli","Cereals","Summer","0.01","0.05","3818.00"
"Uttar Pradesh","Rae Bareli","Cereals","Total","3.56","10.87","3059.00"
"Uttar Pradesh","Rae Bareli","Tur","Kharif","0.02","0.02","1376.00"
"Uttar Pradesh","Rae Bareli","Tur","Total","0.02","0.02","1376.00"
"Uttar Pradesh","Rae Bareli","Gram","Rabi","0.01","0.01","911.00"
"Uttar Pradesh","Rae Bareli","Gram","Total","0.01","0.01","911.00"
"Uttar Pradesh","Rae Bareli","Urad","Kharif","0.04","0.01","309.00"
"Uttar Pradesh","Rae Bareli","Urad","Summer","0.04","0.02","397.00"
"Uttar Pradesh","Rae Bareli","Urad","Total","0.08","0.03","358.00"
"Uttar Pradesh","Rae Bareli","Moong","Kharif","0.00","0.00","460.00"
"Uttar Pradesh","Rae Bareli","Moong","Summer","0.01","0.00","381.00"
"Uttar Pradesh","Rae Bareli","Moong","Total","0.01","0.00","406.00"
"Uttar Pradesh","Rae Bareli","Lentil","Rabi","0.00","0.00","852.00"
"Uttar Pradesh","Rae Bareli","Lentil","Total","0.00","0.00","852.00"
"Uttar Pradesh","Rae Bareli","Total Pulses","Total","0.12","0.06","557.00"
"Uttar Pradesh","Rae Bareli","Total Food Grains","Kharif","1.85","5.27","2850.00"
"Uttar Pradesh","Rae Bareli","Total Food Grains","Rabi","1.76","5.59","3185.00"
"Uttar Pradesh","Rae Bareli","Total Food Grains","Summer","0.06","0.07","1116.00"
"Uttar Pradesh","Rae Bareli","Total Food Grains","Total","3.67","10.94","2980.00"
"Uttar Pradesh","Rampur","Rice","Kharif","1.22","3.52","2883.00"
"Uttar Pradesh","Rampur","Rice","Total","1.22","3.52","2883.00"
"Uttar Pradesh","Rampur","Wheat","Rabi","1.38","5.92","4281.00"
"Uttar Pradesh","Rampur","Wheat","Total","1.38","5.92","4281.00"
"Uttar Pradesh","Rampur","Maize","Kharif","0.00","0.00","2191.00"
"Uttar Pradesh","Rampur","Maize","Rabi","0.00","0.01","2889.00"
"Uttar Pradesh","Rampur","Maize","Summer","0.03","0.13","3663.00"
"Uttar Pradesh","Rampur","Maize","Total","0.04","0.14","3561.00"
"Uttar Pradesh","Rampur","Jowar","Kharif","0.04","0.06","1709.00"
"Uttar Pradesh","Rampur","Jowar","Total","0.04","0.06","1709.00"
"Uttar Pradesh","Rampur","Bajra","Kharif","0.02","0.03","1408.00"
"Uttar Pradesh","Rampur","Bajra","Total","0.02","0.03","1408.00"
"Uttar Pradesh","Rampur","Small Millets","Kharif","0.00","0.00","997.00"
"Uttar Pradesh","Rampur","Small Millets","Total","0.00","0.00","997.00"
"Uttar Pradesh","Rampur","Shree Anna /Nutri Cereals","Kharif","0.06","0.10","1589.00"
"Uttar Pradesh","Rampur","Shree Anna /Nutri Cereals","Total","0.06","0.10","1589.00"
"Uttar Pradesh","Rampur","Nutri/Coarse Cereals","Kharif","0.06","0.10","1592.00"
"Uttar Pradesh","Rampur","Nutri/Coarse Cereals","Rabi","0.00","0.01","2889.00"
"Uttar Pradesh","Rampur","Nutri/Coarse Cereals","Summer","0.03","0.13","3663.00"
"Uttar Pradesh","Rampur","Nutri/Coarse Cereals","Total","0.10","0.23","2368.00"
"Uttar Pradesh","Rampur","Cereals","Kharif","1.28","3.61","2823.00"
"Uttar Pradesh","Rampur","Cereals","Rabi","1.39","5.93","4277.00"
"Uttar Pradesh","Rampur","Cereals","Summer","0.03","0.13","3663.00"
"Uttar Pradesh","Rampur","Cereals","Total","2.70","9.67","3580.00"
"Uttar Pradesh","Rampur","Tur","Kharif","0.00","0.00","1238.00"
"Uttar Pradesh","Rampur","Tur","Total","0.00","0.00","1238.00"
"Uttar Pradesh","Rampur","Gram","Rabi","0.00","0.00","1347.00"
"Uttar Pradesh","Rampur","Gram","Total","0.00","0.00","1347.00"
"Uttar Pradesh","Rampur","Urad","Kharif","0.05","0.09","1746.00"
"Uttar Pradesh","Rampur","Urad","Summer","0.00","0.00","1011.00"
"Uttar Pradesh","Rampur","Urad","Total","0.05","0.09","1713.00"
"Uttar Pradesh","Rampur","Moong","Kharif","0.00","0.00","393.00"
"Uttar Pradesh","Rampur","Moong","Summer","0.00","0.00","947.00"
"Uttar Pradesh","Rampur","Moong","Total","0.00","0.00","778.00"
"Uttar Pradesh","Rampur","Lentil","Rabi","0.01","0.02","1035.00"
"Uttar Pradesh","Rampur","Lentil","Total","0.01","0.02","1035.00"
"Uttar Pradesh","Rampur","Total Pulses","Total","0.07","0.11","1531.00"
"Uttar Pradesh","Rampur","Total Food Grains","Kharif","1.33","3.70","2779.00"
"Uttar Pradesh","Rampur","Total Food Grains","Rabi","1.40","5.95","4242.00"
"Uttar Pradesh","Rampur","Total Food Grains","Summer","0.04","0.13","3369.00"
"Uttar Pradesh","Rampur","Total Food Grains","Total","2.77","9.78","3527.00"
"Uttar Pradesh","Saharanpur","Rice","Kharif","0.51","1.27","2499.00"
"Uttar Pradesh","Saharanpur","Rice","Summer","0.02","0.07","2811.00"
"Uttar Pradesh","Saharanpur","Rice","Total","0.53","1.34","2514.00"
"Uttar Pradesh","Saharanpur","Wheat","Rabi","1.14","4.93","4322.00"
"Uttar Pradesh","Saharanpur","Wheat","Total","1.14","4.93","4322.00"
"Uttar Pradesh","Saharanpur","Maize","Kharif","0.03","0.07","2208.00"
"Uttar Pradesh","Saharanpur","Maize","Rabi","0.00","0.00","2889.00"
"Uttar Pradesh","Saharanpur","Maize","Summer","0.00","0.01","3483.00"
"Uttar Pradesh","Saharanpur","Maize","Total","0.03","0.08","2351.00"
"Uttar Pradesh","Saharanpur","Jowar","Kharif","0.11","0.18","1709.00"
"Uttar Pradesh","Saharanpur","Jowar","Total","0.11","0.18","1709.00"
"Uttar Pradesh","Saharanpur","Bajra","Kharif","0.00","0.01","2105.00"
"Uttar Pradesh","Saharanpur","Bajra","Total","0.00","0.01","2105.00"
"Uttar Pradesh","Saharanpur","Small Millets","Kharif","0.00","0.00","863.00"
"Uttar Pradesh","Saharanpur","Small Millets","Total","0.00","0.00","863.00"
"Uttar Pradesh","Saharanpur","Shree Anna /Nutri Cereals","Kharif","0.11","0.19","1719.00"
"Uttar Pradesh","Saharanpur","Shree Anna /Nutri Cereals","Total","0.11","0.19","1719.00"
"Uttar Pradesh","Saharanpur","Nutri/Coarse Cereals","Kharif","0.14","0.25","1822.00"
"Uttar Pradesh","Saharanpur","Nutri/Coarse Cereals","Rabi","0.00","0.00","2889.00"
"Uttar Pradesh","Saharanpur","Nutri/Coarse Cereals","Summer","0.00","0.01","3483.00"
"Uttar Pradesh","Saharanpur","Nutri/Coarse Cereals","Total","0.14","0.27","1866.00"
"Uttar Pradesh","Saharanpur","Cereals","Kharif","0.65","1.52","2353.00"
"Uttar Pradesh","Saharanpur","Cereals","Rabi","1.14","4.93","4322.00"
"Uttar Pradesh","Saharanpur","Cereals","Summer","0.03","0.08","2895.00"
"Uttar Pradesh","Saharanpur","Cereals","Total","1.82","6.53","3598.00"
"Uttar Pradesh","Saharanpur","Tur","Kharif","0.00","0.00","1238.00"
"Uttar Pradesh","Saharanpur","Tur","Total","0.00","0.00","1238.00"
"Uttar Pradesh","Saharanpur","Gram","Rabi","0.00","0.00","1347.00"
"Uttar Pradesh","Saharanpur","Gram","Total","0.00","0.00","1347.00"
"Uttar Pradesh","Saharanpur","Urad","Kharif","0.08","0.05","627.00"
"Uttar Pradesh","Saharanpur","Urad","Summer","0.01","0.01","1011.00"
"Uttar Pradesh","Saharanpur","Urad","Total","0.09","0.06","655.00"
"Uttar Pradesh","Saharanpur","Moong","Kharif","0.00","0.00","393.00"
"Uttar Pradesh","Saharanpur","Moong","Total","0.00","0.00","393.00"
"Uttar Pradesh","Saharanpur","Lentil","Rabi","0.03","0.03","956.00"
"Uttar Pradesh","Saharanpur","Lentil","Total","0.03","0.03","956.00"
"Uttar Pradesh","Saharanpur","Total Pulses","Total","0.12","0.09","731.00"
"Uttar Pradesh","Saharanpur","Total Food Grains","Kharif","0.73","1.57","2158.00"
"Uttar Pradesh","Saharanpur","Total Food Grains","Rabi","1.17","4.96","4239.00"
"Uttar Pradesh","Saharanpur","Total Food Grains","Summer","0.04","0.09","2549.00"
"Uttar Pradesh","Saharanpur","Total Food Grains","Total","1.93","6.62","3424.00"
"Uttar Pradesh","Sambhal","Rice","Kharif","1.02","2.75","2695.00"
"Uttar Pradesh","Sambhal","Rice","Total","1.02","2.75","2695.00"
"Uttar Pradesh","Sambhal","Wheat","Rabi","1.33","5.19","3912.00"
"Uttar Pradesh","Sambhal","Wheat","Total","1.33","5.19","3912.00"
"Uttar Pradesh","Sambhal","Maize","Kharif","0.02","0.05","2191.00"
"Uttar Pradesh","Sambhal","Maize","Summer","0.12","0.43","3483.00"
"Uttar Pradesh","Sambhal","Maize","Total","0.15","0.48","3292.00"
"Uttar Pradesh","Sambhal","Barley","Rabi","0.01","0.02","2768.00"
"Uttar Pradesh","Sambhal","Barley","Total","0.01","0.02","2768.00"
"Uttar Pradesh","Sambhal","Jowar","Kharif","0.02","0.03","1709.00"
"Uttar Pradesh","Sambhal","Jowar","Total","0.02","0.03","1709.00"
"Uttar Pradesh","Sambhal","Bajra","Kharif","0.60","0.94","1561.00"
"Uttar Pradesh","Sambhal","Bajra","Total","0.60","0.94","1561.00"
"Uttar Pradesh","Sambhal","Small Millets","Kharif","0.00","0.00","874.00"
"Uttar Pradesh","Sambhal","Small Millets","Total","0.00","0.00","874.00"
"Uttar Pradesh","Sambhal","Shree Anna /Nutri Cereals","Kharif","0.62","0.97","1565.00"
"Uttar Pradesh","Sambhal","Shree Anna /Nutri Cereals","Total","0.62","0.97","1565.00"
"Uttar Pradesh","Sambhal","Nutri/Coarse Cereals","Kharif","0.64","1.02","1586.00"
"Uttar Pradesh","Sambhal","Nutri/Coarse Cereals","Rabi","0.01","0.02","2768.00"
"Uttar Pradesh","Sambhal","Nutri/Coarse Cereals","Summer","0.12","0.43","3483.00"
"Uttar Pradesh","Sambhal","Nutri/Coarse Cereals","Total","0.78","1.47","1902.00"
"Uttar Pradesh","Sambhal","Cereals","Kharif","1.66","3.76","2266.00"
"Uttar Pradesh","Sambhal","Cereals","Rabi","1.33","5.21","3906.00"
"Uttar Pradesh","Sambhal","Cereals","Summer","0.12","0.43","3483.00"
"Uttar Pradesh","Sambhal","Cereals","Total","3.12","9.41","3015.00"
"Uttar Pradesh","Sambhal","Tur","Kharif","0.00","0.00","1238.00"
"Uttar Pradesh","Sambhal","Tur","Total","0.00","0.00","1238.00"
"Uttar Pradesh","Sambhal","Gram","Rabi","0.00","0.00","1347.00"
"Uttar Pradesh","Sambhal","Gram","Total","0.00","0.00","1347.00"
"Uttar Pradesh","Sambhal","Urad","Kharif","0.03","0.05","1610.00"
"Uttar Pradesh","Sambhal","Urad","Summer","0.00","0.00","1011.00"
"Uttar Pradesh","Sambhal","Urad","Total","0.03","0.05","1606.00"
"Uttar Pradesh","Sambhal","Moong","Kharif","0.00","0.00","393.00"
"Uttar Pradesh","Sambhal","Moong","Summer","0.01","0.01","947.00"
"Uttar Pradesh","Sambhal","Moong","Total","0.01","0.01","915.00"
"Uttar Pradesh","Sambhal","Lentil","Rabi","0.02","0.02","1035.00"
"Uttar Pradesh","Sambhal","Lentil","Total","0.02","0.02","1035.00"
"Uttar Pradesh","Sambhal","Total Pulses","Total","0.06","0.09","1328.00"
"Uttar Pradesh","Sambhal","Total Food Grains","Kharif","1.70","3.82","2251.00"
"Uttar Pradesh","Sambhal","Total Food Grains","Rabi","1.35","5.23","3863.00"
"Uttar Pradesh","Sambhal","Total Food Grains","Summer","0.13","0.44","3324.00"
"Uttar Pradesh","Sambhal","Total Food Grains","Total","3.18","9.49","2981.00"
"Uttar Pradesh","Sant Kabir Nagar","Rice","Kharif","0.85","2.37","2776.00"
"Uttar Pradesh","Sant Kabir Nagar","Rice","Total","0.85","2.37","2776.00"
